Id,Nombre d'étoiles,Commentaire,Date,Répondu
430,5,"Cartons livrésCartons livrés,  mais avec 72h de retard au lieu des 48h indiquées sur le site.Sinon satisfait dans l'ensemble",05 septembre 2022,0
431,5,Parfait comme précédemment,12 septembre 2022,0
432,5,Livraison très rapide commande faite le…Livraison très rapide commande faite le dimanche livrée le mardi matin,06 septembre 2022,0
433,5,Très bonRien à dire... bon site,07 septembre 2022,0
434,5,"Bon choixA part un petit bémol ( le séparateur du carton d’assiette manquait dans le colis reçu, le colis était parfait de très bonne qu’élite et livré le lendemain. Le séparateur m’a été livré ss 48 heures. C’est parfait",05 septembre 2022,0
435,5,"Merci ,cartonmarketMerci ,cartonmarketAprès avoir effectué ma commande un transporteur s’engage à me livrer.Malheureusement le personnel en cette époque devient difficile.Mon colis prend du retard.Mais le fournisseur,cartonmarket une fois averti,en fait une affaire d’honneur.Un deuxième colis partira rapidement par un autre transporteur disponible,celui-ci.Vingt quatre heures ont suffit pour que le client prenne possession de sa commande.Un grand merci à ce fournisseur .Je me souviendrais!               Richard Gutowski.",26 août 2022,0
436,5,Cartons déménagement livresPrix intéressants et produits de bonne qualité. Livraison très rapide,31 août 2022,0
437,5,Pas de problèmes quand à la qualité des…Pas de problèmes quand à la qualité des articles et à la célérité de l’envoi.,09 septembre 2022,0
438,5,Envoi rapide et soignerEnvoi rapide et soignerCommande arrivée sous 2jours,08 septembre 2022,0
439,5,Livraison en 24h -Livraison en 24h en campagne - Top,26 août 2022,0
440,5,"Très pratique!Bien reçu, comme prévu, le matériel commandé. Après un instant de réflexion, le montage des cartons a été très simple. Le matériel est solide et me convient parfaitement. Très pratique!",03 septembre 2022,0
441,5,Livraison rapide et produits conformes…Livraison rapide et produits conformes à la commande. Cartons de qualité et de dimension parfaite. Je recommande ce site sans réserve.,26 août 2022,0
442,5,Bon conseilExcellent rapport qualité prix bon conseil merci beaucoup,05 septembre 2022,0
443,5,"SatisfaitC est la 2 eme fois que je passe commande Produit bien emballé, et rapidement livré",03 septembre 2022,0
444,5,"Très bienCommande très vite livrée en à peine 2 jours. Rien à redire, très bien.",01 septembre 2022,0
445,4,"Passé sans problèmePassé sans problème. Rapide, et bien.",05 septembre 2022,0
446,3,"Précision des informations et regretsJ'ai aimé la précision des informations affichées sur le site. J'ai regretté que les codes qui apparaissent sur la facture ne correspondent à aucun code sur le site.Enfin, j'avais commandé 3 formats de cartons dont 2 se sont retrouvés dans un même emballage global devenant très lourd voire impossible à porter pour 1 seule personne pas très forte physiquement. 3 emballages pour 3 formats de carton eut été beaucoup plus judicieux",08 septembre 2022,0
447,5,commande reçue dans le délai prévu,08 septembre 2022,0
448,5,"ParfaitParfait. Commande facile, livraison ultra rapide, solidité des cartons parfaite.Je recommande.",05 septembre 2022,0
449,5,Livraison rapide et carton de bonne…Livraison rapide et carton de bonne qualité,07 septembre 2022,0
450,5,Commande très facile sur le site…Commande très facile sur le site internet et livraison dans les 24h respectée,07 septembre 2022,0
451,5,RAS  ConformeRAS conforme,07 septembre 2022,0
452,5,Commande facile et expédition très…Commande facile et expédition très rapide. Colis en parfait état . Merci,07 septembre 2022,0
453,5,Rapide pratique et adaptéRapide pratique et adaptéParfait,01 septembre 2022,0
454,5,"c'était parfait mercic'était parfait merci, sauf le scotch brun qui est de mauvaise qualité",07 septembre 2022,0
455,1,Bonjour il faut changer de transporteur,07 septembre 2022,0
456,5,"Parfait comme toujours !Ce n'est pas ma première commande sur ""cartonmarket.fr"", et je suis toujours aussi pleinement satisfaite des services offerts par ce site. Il est très facile d'y trouver les articles recherchés, les descriptions y sont claires et précises, et la livraison est extrêmement rapide et soignée. Je recommande !",07 septembre 2022,0
457,5,"Cartons de qualitéCartons de qualité, bien emballés et protégés. Seul bémol livrés en 72h au lieu de 48h.",07 septembre 2022,0
458,5,"SuperSuper! Rapide, efficace, prix corrects, cartons nikels. Ravie de mon achat.Je recommande ce site.",23 août 2022,0
459,5,Livraison rapide,06 septembre 2022,0
460,5,"produits et délais de livraison…produits et délais de livraison conformes à la commande, livreur aimable",06 septembre 2022,0
461,5,"Rien à dire.Commande reçue dans les…Rien à dire.Commande reçue dans les délais, conforme.Continuez!!!",06 septembre 2022,0
462,5,LIVRAISON TRÈS RAPIDELIVRAISON TRÈS RAPIDECARTONS TRÈS BIEN,06 septembre 2022,0
463,4,Livraison à revoirTrès satisfaite du site mais absolument pas de la livraison. On nous donne un créneau qui n est pas respecté et le colis livré chez une personne que je ne connais pas. Par chance la personne a été correcte en le deposant à l adresse où celui-ci devait être livré.,06 septembre 2022,0
464,5,"Livré rapidementLivré rapidement, cartons de bonne qualité",05 septembre 2022,0
465,5,"Produits et livraison très satisfaisantsProduits conformes, livraison rapide",30 août 2022,0
466,5,impeccable délai qualité,05 septembre 2022,0
467,2,Problème de livraisonProblème de livraison. Le livreur ne voulait pas livrer car les cartons étaient trop gros. J’ai été contraint d’aller les chercher à leur entrepôts. Le pire est que le première excuse était « nous n’avons pas la bonne adresse de livraison » c’est le livreur qui m’a indiqué que c’était leur « excuse » lorsqu’ils ne voulaient pas livrer.,05 septembre 2022,0
468,5,"Très bien servit ,je vous remercit",05 septembre 2022,0
469,5,Commande parfaite,05 septembre 2022,0
470,5,Rapide et efficace,05 septembre 2022,0
471,5,"Excellent serviceExcellent service, rapide et efficaceTop, merci 🤩",05 septembre 2022,0
472,5,Produits correspondants parfaitement à…Produits correspondants parfaitement à mes attentes.Livraison très rapide.Je recommande.,05 septembre 2022,0
473,5,Vite fait et bien faitRien à dire. Parfait. Vite fait et bien fait. Rapide.,05 septembre 2022,0
474,5,Je commande selon mes besoins à  chaque…Je commande selon mes besoins à  chaque fois chez vous car je suis très satisfait.  Cordialement,05 septembre 2022,0
475,5,super et rapide,05 septembre 2022,0
476,2,"Qualité des cartons très médiocreCommande et livraison efficace. En revanche, la qualité des cartons s'avère particulièrement médiocre : la finesse et la souplesse des matières utilisées ne correspond en rien à de véritables cartons de déménagement. Par conséquent, il est illusoire d'espérer protéger des objets fragiles avec... Me voici avec des dizaines de cartons sur les bras, sans espoir de pouvoir les utiliser.",03 septembre 2022,0
477,5,Livraison dans les délais annoncés et…Livraison dans les délais annoncés et emballage au top,03 septembre 2022,0
478,5,"Parfait !Expérience parfaite ! Commandés le soir, livrés le lendemain matin... Juste parfait, merci !",02 septembre 2022,0
479,5,Livraison rapide et soignéeLivraison rapide et soignée Livreurs très à l’écoute et prévenant,02 septembre 2022,0
480,5,Conforme à ma commande bonne qualité,02 septembre 2022,0
481,5,"très bientrès bien, et surtout livraison super rapide !!Ah ! ah ! et bien emballés (c'est pour rire un peu en ces temps de grisaille....)",02 septembre 2022,0
482,4,"Cartons commandés en fin de matinéeCartons commandés en fin de matinée, reçus le lendemain matin un peu 9h00. Cartons renforcés de bonne qualité. Seul regret c'est qu’une séparation pour assiettes était abîmée à l’ouverture du colis.",02 septembre 2022,0
483,5,parfaitparfait; merci,01 septembre 2022,0
484,5,"Respect de la commandeRespect de la commande, délai d'expédition, tout est bon, il n'y a rien à jeter. Bravo ! Carton Market !",01 septembre 2022,0
485,5,Parfait - produits et livraisonBons produits et conforme à la commandeMerci,01 septembre 2022,0
486,5,Livraison impccable.,01 septembre 2022,0
487,5,Conforme et parfaitCartons de qualité livraison très rapide Parfaitement satisfait,01 septembre 2022,0
488,5,Commande cartons au topCommande la veille livrée le lendemain Super satifait,01 septembre 2022,0
489,5,Suivi parfait.Suivi parfaitLivraison rapideLivreur charmant et très serviableMerci,01 septembre 2022,0
490,5,Au topRapide et une livraison au top,31 août 2022,0
491,5,Livraison rapide et complete,31 août 2022,0
492,5,"Cartons de bonne qualitéCartons de bonne qualité, facile à monter.",31 août 2022,0
493,5,Vraiment rapide et les cartons sont…Vraiment rapide et les cartons sont moins chers que dans les magasins de bricolage...,31 août 2022,0
494,5,"Je suis très satisfaitLe personnel est super sympa, super disponible, super compétent et les tarifs sont très compétitifs.Merci beaucoup à tous",31 août 2022,0
495,5,Simple et efficaceCarton Market a été particulièrement efficace dans la commande et la livraison des cartons (24h) ! La qualité de service est au top et le prix correct !,31 août 2022,0
496,5,"Reçu tout en temps et en heureReçu tout en temps et en heure, en parfait état :) et surtout à un prix imbattable",31 août 2022,0
497,5,"Carton livreTrès bien, livraison rapide, bonne qualité, conforme à mes attentes",31 août 2022,0
498,5,"Très sérieux. Livraison en 24 h et très bonne qualité des matériaux.Sérieux, compétents, avec un vrai interlocuteur au bout du fil !La commande a été livrée par transporteur dès le lendemain : j'ai eu besoin d'ajouter des articles juste après avoir validé mon bon de commande, un seul coup de fil a suffi pour qu'un interlocuteur fasse cet ajout directement. Je lui ai confié mes coordonnées bancaires afin de régler le surplus de ma commande et tout s'est très bien passé.Bravo pour cette entreprise française.",23 août 2022,0
499,5,Très bon serviceLa livraison a été rapide et le colis très bien emballé. En l’ouvrant j’ai découvert un petit plus : du plastique bulle pour emballerMerci très bon service,31 août 2022,0
500,5,Efficacité et rapidité.,30 août 2022,0
501,5,"Après plusieurs commandesAprès plusieurs commandes, tout est ok. Site et commande faciles, livraison super rapide. Bravo !",30 août 2022,0
502,5,"RAVIJ'ai commandé plusieurs fois des cartons de déménagement sur ce site, livraisons en 48 h, produits impeccables",30 août 2022,0
503,4,Efficace mais pas claire sur le rdvEfficace mais vous donnez l'heure le jour même c'est difficile de s'organiser,30 août 2022,0
504,5,Parfait et rapide.,30 août 2022,0
505,5,Parfait pour la seconde fois que je…Parfait pour la seconde fois que je commande aucun problème,30 août 2022,0
506,5,"Livraison rapideLivraison rapide, cartons conforment et de bonne qualité. Merci aussi au livreur très professionnel !Je recommande",29 août 2022,0
507,3,"Certaines des boîtes du paquet étaient froissées et endommagéesCertaines des boîtes du paquet étaient froissées et endommagées, et elles se trouvaient à l'intérieur de la pile. Cela suggère que cela a été fait délibérément afin de vendre les marchandises défectueuses. Sinon, pas de plaintes, le livreur a signalé l'arrivée et l'extérieur de l'emballage n'était pas endommagé.",29 août 2022,0
508,4,LIVRAISON EXTREMENT RAPIDE,29 août 2022,0
509,5,Très satisfait de ma commande,29 août 2022,0
510,5,"Tout était ok sauf le fait que le colis…Tout était ok sauf le fait que le colis était pratiquement ouvert. Heureusement, ma marchandise n'a pas été perdue.",29 août 2022,0
511,5,C’était parfait,29 août 2022,0
512,5,Bon produitProduit conforme à la description et aux visuels. Livraison ultra-rapide!,28 août 2022,0
513,3,Scotch ne tient pas sur les…Scotch ne tient pas sur les cartons..dommage.Resté ok,28 août 2022,0
514,5,"PositifPositif : la jeune femme qui m'a reçu était très aimable et disponible. Les produits achetés sont de bonne qualité.Négatif : le lieu est difficile à trouver, y compris par Google Maps.",18 août 2022,0
515,3,"Le délai de 48h n'a pas été respectéLe délai de 48h n'a pas été respecté : commande passée le 11 août après-midi, expédiée le lendemain soir mais reçue le 17 août. Le livreur était censé m'appeler pour fixer un jour et heure de livraison. Il m'a uniquement appelé pour me dire qu'il arrivait dans 5 minutes",17 août 2022,0
516,4,SatisfaiteSatisfaite. Mes choix correspondent à mes attentes.  Je recommande Livraison rapide.,26 août 2022,0
517,5,cartons de bonne qualitesreçu en temps très sérieux et professionnel,26 août 2022,0
518,5,Très bien passé et content de l'achatTrès bien passé et content de l'achat. Accueil très sympathique. Juste un commentaire. Il n'est pas évident de vous trouver car on ne voit pas tout de suite l'enseigne de la rue. Merci cordialement,26 août 2022,0
519,2,"Bien MAIS .......Autant la commande s'est bien passée, envoi rapide et conforme.Autant la notion de rétractation est une notion que vous appliquez de manière dissuasive !!! En effet, généralement, sur de nombreux sites marchands, les frais de retour sont pris en charge, autant sur CARTON MARKET, ils sont à ta charge !!! et vu la taille des cartons, il faut passer par un transporteur, donc un coût pour un particulier plus cher que le pris du colis, DONC on ne le renvoie pas et on le garde de fait : c'est juste INADMISSIBLE. DONC SI VOUS COMMANDEZ CHEZ CARTON MARKET, UN CONSEIL NE VOUS TROMPEZ PAS !!!!!!",26 août 2022,0
520,5,Totalement satisfaite de ce…Totalement satisfaite de ce prestataire. Articles conformes. Réception service client de qualité.,18 août 2022,0
521,5,Avis très positifCartons solides et conformes à la description,26 août 2022,0
522,4,J'ai eu un petit soucis au début pour…J'ai eu un petit soucis au début pour monter l'emballage. Mais une interlocutrice m'a bien expliqué les gestes nécessaires pour monter le carton.,26 août 2022,0
523,5,"Je suis très satisfait de cet achat et…Je suis très satisfait de cet achat et du produit , sauf pour la compagnie de livraison DPD où il y a tjr des problèmes de livraison",25 août 2022,0
524,5,SUPER!!!EXCELLENT!!,25 août 2022,0
525,5,Livraison rapide produits parfaitsLivraison rapide produits parfaitsRien à redire,25 août 2022,0
526,5,Commande conforme à ce que j attendaisCommande conforme à ce que j attendais Livraison rapide,25 août 2022,0
527,5,FOURNISSEUR SERIEUXFOURNISSEUR SERIEUX. EXCELLENTE GESTION DES COMMANDES. DELAIS RAPIDE. BON SUIVI.PARFAIT ET MERCI,25 août 2022,0
528,5,"Très bienJe recommande,  livraison rapide et cartons vraiment solide !",25 août 2022,0
529,5,impeccableimpeccable. comme d'habitude.,25 août 2022,0
530,5,RAS tres bien,25 août 2022,0
531,5,tres tres satisfait je recommanderais…tres tres satisfait je recommanderais votre société,25 août 2022,0
532,5,au topenvoi rapide cartons conformes et pratiques,08 août 2022,0
533,5,ParfaitParfait. Livraison rapide,24 août 2022,0
534,5,Ça fait la 2ème fois que je commande en…Ça fait la 2ème fois que je commande en 1 semaine et je suis très satisfaite je recommande à 1000% sérieux et rapide.J'ai commandé des cartons de cuisine double cannelure et des cartons pour les livres double cannelure également et ils très solide. Point très positif le chauffeur vous appelle pour vous avertir qu'il va arriver ou qu'il est devant chez vous. Service au top ! Ne changer rien !,24 août 2022,0
535,5,Cartons super résistantCartons super résistant.  Bien conçus pour le rangement des assiettes. Expédition rapide,24 août 2022,0
536,4,livraison en retardlivraison en retard. Cartons corrects mais pas super solides cependant pas trop chers,24 août 2022,0
537,5,Livraison rapide et qualité des cartons…Livraison rapide et qualité des cartons parfait,24 août 2022,0
538,5,"Bonne qualité et réception rapideBonne qualité et réception rapide, merci",24 août 2022,0
539,5,"Envoi rapide et conformeEnvoi rapide et conforme, je recommande ce site.👍😀",24 août 2022,0
540,5,"Livraison rapideJe commande depuis quelques mois déjà, et je suis toujours satisfaites des produits. La livraison est vraiment rapide.",24 août 2022,0
541,5,SatisfaiteLa livraison en 48h et parfaitement conforme à ma commande.,24 août 2022,0
542,5,Très efficace,23 août 2022,0
543,5,Envoi rapide et colis parfait !!!,23 août 2022,0
544,5,"Super bonne qualité,  delai de livraison parfait.Tres bonne première expérience",23 août 2022,0
545,5,"Déménagement.Super, j'ai eu tous les cartons à temps pour mon déménagement.",23 août 2022,0
546,5,Les cartons sont parfait ils ont tenu…Les cartons sont parfait ils ont tenu le choc .,23 août 2022,0
547,5,Rapidité et qualité du matériel !Rapidité et qualité du matériel !Bravo,23 août 2022,0
548,5,ConformeTres bien et bon suivi,23 août 2022,0
549,5,Deuxième commande et matériel reçu en…Deuxième commande et matériel reçu en temps et heure impeccable !!! Je recommande ce site .,23 août 2022,0
550,4,Exposition rapide et conforme à la…Exposition rapide et conforme à la description.,23 août 2022,0
551,5,Rapide et efficace,23 août 2022,0
552,1,"Colis reçu le jour du déménagementColis reçu le jour du déménagement, donc trop tard. Si la livraison en 48h ne concerne que la France, il convient de le préciser : plus d'une semaine pour être livré en Belgique !",23 août 2022,1
553,5,Très bons rapport qualité prixTrès bons rapport qualité prix. Je vais utiliser ces petits cartons pour envoyer des décorations de Noël. Qualité très suffisante pour moi. Nickel 👌,22 août 2022,0
554,5,Livraison très rapideLivraison très rapide Mais j’ai payé deux livraisons alors que je l’es ai reçues en même temps,22 août 2022,0
555,5,"Cela fait plusieurs fois que je…Cela fait plusieurs fois que je commande des cartons et divers articles pour des déménagements, et je suis toujours satisfaite !",22 août 2022,0
556,5,"Tout ce dont j'avais besoinTout ce dont j'avais besoin, je l'ai eu; Très fonctionnel et rapide à l'expédition",22 août 2022,0
557,5,Livraison rapide et qualité produitsCommande livrée rapidement.Cartons de bonne qualité,22 août 2022,0
558,5,"Jamais déçu !J'ai (r)acheté plusieurs cartons à double cannelure et là encore je n'ai pas été déçu ! Ils sont solides et très résistants (je peux même en empiler 4 ou 5 ils ne se plient pas, même avec beaucoup de poids à l'intérieur)Enfin et j'en termine : la livraison est ultra rapide et le suivi est vraiment très appréciable ! Je recommanderai sans hésiter.",22 août 2022,0
559,5,"Rapide et soignéRapide et soigné, je recommande",22 août 2022,0
560,5,Articles conformes à la description.Articles conformes à la description.Livraison super rapide,22 août 2022,0
561,5,Je recommande vraiment carton marketBonne visualisation des produits très bonne écoute et conseils du contact clients qui met tout en oeuvre pour vous satisfaire.Je recommande vivement,22 août 2022,0
562,5,Très bienTrès satisfaite de ma commande 👌🏼,22 août 2022,0
563,5,Rien à redireCartons de très bonne qualité et expédition super rapide.,22 août 2022,0
564,5,Rien à redire.Choix très large - service rapide & efficace - rien à redire!!,22 août 2022,0
565,5,"Super de pouvoir commander a l'unitéSuper de pouvoir commander a l'unité, et très rare en ligne. Cartons de bonne qualité pour les 45x45 (pour des jantes), un peu moins pour le 105 , même cannelure mais un peu ""cassant"" lors de la pliure . Livraison rapide, bien emballée.",21 août 2022,0
566,5,ravi très satisfaite,20 août 2022,0
567,5,Produit et livraison parfaits,17 août 2022,0
568,5,Lliivraison rapide...Livraison rapide...Très satisfaite... Mercl,20 août 2022,0
569,5,Produits de qualitéProduits de qualité. Envoi rapide. Parfait.,18 août 2022,0
570,5,Rapide et efficace,19 août 2022,0
571,4,"Cartons de bonne qualitéCartons de bonne qualité, petit bémol concernant les petits cartons livres : les poignées ne sont pas suffisamment solide.",19 août 2022,0
572,5,TopissimeTop tout était parfait,19 août 2022,0
573,5,"parfaitparfait ! rapide et cartons de bonne qualité , d'ailleurs je viens d'en recommander !",19 août 2022,0
574,5,Livraison en temps et en heure,19 août 2022,0
575,5,"Très satisfaite de ma commandeTrès satisfaite de ma commande. Une personne de l'entreprise m'a donné de très bons conseils au telephone. Rapidité, efficacité,  rien a redire.Merci",19 août 2022,0
576,5,"Je suis tout à fait satisfaite de…Je suis tout à fait satisfaite de carton market. J'ai été bien informée pour la livraison et tout s'est bien passé.Je recommande ce site, la marchandise est de qualité",19 août 2022,0
577,5,DéménagementRapidité question livraison.,19 août 2022,0
578,5,"Super cartonsBonjour, j’ai commandé le pack T3, les cartons sont super de taille normal facile à scotcher. Je suis contente de mon achat.",18 août 2022,0
579,5,Très satisfaitTrès satisfait des produits et du délai de livraison,18 août 2022,0
580,4,"Pas de problèmePas de problème, tout est correct",18 août 2022,0
581,5,Tres bienTres bien. Offre tres bonne pour demenagement et livraison rapide.,18 août 2022,0
582,4,"Bonjour,Bonjour,La commande et la livraison étaient à 100%. Dans mon pays d'origine, la Suède, j'ai l'habitude que les boîtes de déménagement soient plus stables en bas. Mais ils ont fonctionné presque bien de toute façon",18 août 2022,0
583,5,Très bien pour la livraison et la…Très bien pour la livraison et la qualité des cartons.,18 août 2022,0
584,5,"Très satisfaitsCartons un peu petit mais très solide et super pratique. Je recommande, d'autant que le délais d'expédition est vraiment très court",18 août 2022,0
585,5,"site sérieux, prix très atractifsPour la deuxième commande chez Carton Market, son traitement est de nouveau très rapide. Il y a du choix avec des prix très compétitifs. Je suis à nouveau satisfait de ma commande.",18 août 2022,0
586,5,Délais parfaitement respectésDélais parfaitement respectés Merci,18 août 2022,0
587,5,"Livraison rapide et service client efficaceLivraison rapide, service client réceptif et efficace. Très bien !",18 août 2022,0
588,5,"Sympa et ProfessionnelUn peu difficile à repérer une fois arrivé sur les lieux...En revanche, l'accueil est sympa et très professionnel.",18 août 2022,0
589,5,Envoie rapide - cartons de qualité à prix abordableLarge choix de kit - prix raisonnable - cartons de qualité - livraison rapide,18 août 2022,0
590,5,Totalement satisfaite par la rapidité…Totalement satisfaite par la rapidité d’envoi et de réception.Je recommande ce site parfait !!,18 août 2022,0
591,5,Tout s'est déroulé comme prévuTout s'est déroulé comme prévuTrès satisfait,17 août 2022,0
592,5,Efficacité et rapidité,17 août 2022,0
593,5,incroyablement rapideincroyablement rapidec'est presque de la magie !bravo à toutes et à tousje n'ai pratiquement pas eu de temps mort dans la préparation de mon déménagement.un très grand merci,17 août 2022,0
594,5,livraison éffectuée a la date et…livraison éffectuée a la date et l'heure précise.excellent!,17 août 2022,0
595,5,ParfaitParfait : les produits et surtout la rapidité de livraison. J'y reviendrai.,16 août 2022,0
596,5,Disponibilité et qualité des produits…Disponibilité et qualité des produits au top !,16 août 2022,0
597,5,"expedition rapideexpedition rapide , conforme à la commande , produit de qualité",16 août 2022,0
598,5,"parfaitparfait, livré à temps, merci",16 août 2022,0
599,5,"Satisfaite de la qualité des produitsSatisfaite de la qualité des produits, mais pas de la livraison. Annoncée pour le 4 août par GLS, je suis restée à la maison toute la journée. A 19 h 15 un message me précise que la livraison n a pu avoir lieu (je m en été rendu compte !!!)et etait reportée au lendemain. Ce qui a eu lieu, mais !!!",16 août 2022,0
600,5,"Je suis très satisfaite de mon achatJe suis très satisfaite de mon achat, colis bien emballé et les délais de livraison très rapide",15 août 2022,0
601,5,Parfait !Parfait !Livraison rapide,15 août 2022,0
602,1,"Première commande livraison okPremière commande livraison ok, deuxième lcommande faite depuis 10 jours et toujours pas livrée…",15 août 2022,0
603,5,"Bonne expérienceAussi rapide, qu'efficace. Le site est très pratique. Je recommande",15 août 2022,0
604,5,"Très  bon siteTrès  bon site, respect des livraisons et bon matériel",15 août 2022,0
605,5,"Deuxième expérienceDéjà commandé lors d’un déménagement il y a dix ans. Super site, hyper réactif, dernière commande un jeudi matin, livraison vendredi avant dix heures. Je recommande vivement. Prix intéressants",15 août 2022,0
606,5,Bon produit / arrivé très rapidementBon produit / arrivé très rapidement Très bien emballé Nous sommes satisfaits,15 août 2022,0
607,5,Livraison rapide et cartons impeccables,15 août 2022,0
608,5,Service efficace,15 août 2022,0
609,5,Excellent produit avec un service…Excellent produit avec un service excellent,15 août 2022,0
610,5,Tout est très bien,15 août 2022,0
611,4,Ça cartonneÇa cartonne voilà voilà,15 août 2022,0
612,5,BienTrès bien et surtout rapide,15 août 2022,0
613,4,"les poignees des cartons livres se…les poignees des cartons livres se déchirent. Le reste est ok, livraison rapide",15 août 2022,0
614,5,Très bien qualité,15 août 2022,0
615,5,Super autant les cartons que la…Super autant les cartons que la rapidité de réception A retenir,15 août 2022,0
616,5,"Commande facile  livraison rapideCommande facile  livraison rapide , parfait",15 août 2022,0
617,1,Je n'ai jamais reçu mes cartons !,15 août 2022,0
618,5,Très bien livraison rapide carton top,14 août 2022,0
619,3,Très  bonne société et satisfaite des…Très  bonne société et satisfaite des cartons. Le problème venait du livreur DPD qui ne s est pas donné la peine de venir jusque chez moi et à confié le colis dans un relais  sans prévenir. C'est pareil à chaque fois avec cet organisme de livraison une catastrophe.,08 juillet 2022,0
620,4,"La société Carton Market prouve que ses…La société Carton Market prouve que ses dirigeants sont de vrais professionnels avertis et compétents. Bravo.Les livraisons effectuées, par contre, par DPD, sont elles, totalement nulles et sont le reflet actuel de l'incompétence de grandes entités dirigées par des gens n'ayant aucune notion du métier qu'ils exercent. Plusieurs expériences vécues personnellement, dont je peux prouver les mauvaises issues, m'autorisent à les classer tout en bas de l'échelle puisqu'ils n'ont jamais réussi à me livrer à l'adresse indiquée avec présence certifiée. Le souci est que ces mauvais sous-traitants mettent en péril la qualité de leur donneur d'ordre.En bref: Carton Market 10 sur 10DPD 0 sur 10 à virer.",13 août 2022,0
621,5,SérieuxEnvoi rapidecarton de qualité,13 août 2022,0
622,5,rapidité de prise en compte des…rapidité de prise en compte des commandeslivraison rapidequalité des cartons,12 août 2022,0
623,5,Avis favorableLivraison arrangeanteEmballage adapté  et en bon étatMatériel correspondant à  la commande,03 août 2022,0
624,5,TOUT EST O.K.JE SUIS ENTIEREMENT SATISFAIT DES SERVICES DE CARTON MARKET - LIVRAISON TRES RAPIDE - PRODUITS CONFORMES A LA DESCRIPTION FAITE LORS DES COMMANDES - MONTAGE ET UTILISATION FACILES DES EMBALLAGES.,12 août 2022,0
625,5,"ParfaitSuper, livraison très rapide et tout était en excellent état.",08 août 2022,0
626,5,parfait.parfait.livraison rapide.,01 août 2022,0
627,5,"Commande conformeCommande conforme, matériel de bonne qualité et à prix economique, livraison rapide et efficace en Belgique. Je suis très satisfaite!",11 août 2022,0
628,5,"Super cartons très pratiques pour…Super cartons très pratiques pour réaliser tout son demenagement. Rapidité d envoi, le lendemain de votre commande si passee avant 13h, vous avez vos cartons",11 août 2022,0
629,5,Commande livrée dans les tempsCommande livrée dans les temps. Les cartons sont très résistants et il y a un choix intéressant de produits.,11 août 2022,0
630,5,Cartons de bonne qualité et livraison…Cartons de bonne qualité et livraison rapide,11 août 2022,0
631,5,"J'ai commandé deux fois chez Carton…J'ai commandé deux fois chez Carton Market et j'ai été livrée très rapidement, commandes rien à redire ! très satisfaite ...",11 août 2022,0
632,4,"Belle réactivité mais cartons un tout…Belle réactivité. Respect des délais de livraison, une fois de plus. Les cartons étaient peut être un petit peu trop fragiles pour mon usage.",11 août 2022,0
633,5,"bonjourbonjour, très satisfaite de carton market, commandé 1 jour livré le lendemain, pas possible de faire plus rapide, merci",11 août 2022,0
634,2,"Livraison lamentable = je regrette ma commandeLe service de livraison mandaté par Carton Market a été déplorable ! DPD ne m'a pas livré à domicile (pretexte besoin d'infos complémentaires ?) alors que j'ai reçu, le même jour, plusieurs livreurs ! Attendu toute la journée - appris en soirée seulement la mauvaise nouvelle - perdu du temps à chercher à reprogrammer = Point relais. Je suis handicapé = obligé d'aller chercher mon colis en voiture + le porter (lourd) et cassé mes lunettes en jetant le colis dans ma voiture. En plein déménagement = perte de temps - d'argent - d'énergie. Je changerai de fournisseur à l'avenir",05 août 2022,0
635,5,"Tout est parfait !1ère commande et conquis par la rapidité de livraison. Le site est très bien fait, les prix raisonnables. Je recommande ce marchand.",10 août 2022,0
636,5,Qualité du service confirméeDeuxième commande en deux semaines. Tout est parfait tant la qualité et la célérité de l'expédition que la rapidité de la livraison par DPD.,10 août 2022,0
637,5,"Livraison rapideLivraison rapide, top",10 août 2022,0
638,5,RapiditéRapidité - Efficacité,10 août 2022,0
639,5,Parfait !Cartons de bonne taille et livraison rapide. Service efficace !,10 août 2022,0
640,5,Livraison extrêmement rapideLivraison extrêmement rapide - Bravo,10 août 2022,0
641,5,"Livraison rapideLivraison rapide, emballage parfait, cartons et matériel de très bonne qualité, je recommande +++",05 août 2022,0
642,5,NickelPrix imbattables carton pas forcement solide mais pour UN déménagement ça fais l'affaire et surtout li raison très rapide Impeccable queand on est pressé,09 août 2022,0
643,5,Produits de qualitéProduits de qualité Livraison en 48 heures tenueJe recommande,09 août 2022,0
644,5,"Grand cartonJ'ai trouvé un modèle de grand carton (57cm x45cm x 45cm ) qui me convient très bien pour un envoi postal,  ça me dépanne et je suis très satisfait , la livraison est rapide .",09 août 2022,0
645,5,Tout impecTout impec ! N’hésiterai pas à refaire appel.,09 août 2022,0
646,5,"tres bien!Livraison rapide, tout super!",09 août 2022,0
647,5,Livraison impeccable et commande…Livraison impeccable et commande conforme.RAS,09 août 2022,0
648,5,Très bien.Très bien.délais respectés.,09 août 2022,0
649,5,Livraison tres viteLivraison tres vite.    Qualite de carton suffice.,09 août 2022,0
650,5,recus rapidement,09 août 2022,0
651,5,"J'ai trouvé le site sur internet je ne…J'ai trouvé le site sur internet je ne connaissais pas ce prestataire, ma commande a été réalisée dans le smeilleurs délais , qualité irréprochable je recommandarais ce prestataire",09 août 2022,0
652,5,"Rapidité efficacitéCommande en ligne aisée, livraison très rapide...bravo",09 août 2022,0
